datetime,timestamp,open,high,low,close,volume
2025-07-07 10:00:00,1751882400000,2572.28,2572.28,2565.3,2566.89,1695.9222
2025-07-07 10:05:00,1751882700000,2566.88,2567.78,2562.49,2565.18,1164.7271
2025-07-07 10:10:00,1751883000000,2565.19,2567.99,2564.02,2567.28,783.8059
2025-07-07 10:15:00,1751883300000,2567.28,2568.45,2565.72,2567.11,614.668
2025-07-07 10:20:00,1751883600000,2567.12,2567.37,2561.91,2563.24,1889.1424
2025-07-07 10:25:00,1751883900000,2563.24,2563.38,2559.5,2560.23,1305.5002
2025-07-07 10:30:00,1751884200000,2560.22,2563.07,2559.31,2563.07,613.234
2025-07-07 10:35:00,1751884500000,2563.07,2564.0,2562.88,2563.73,489.8511
2025-07-07 10:40:00,1751884800000,2563.72,2564.03,2562.0,2563.23,401.6187
2025-07-07 10:45:00,1751885100000,2563.22,2564.12,2560.63,2562.82,511.9266
2025-07-07 10:50:00,1751885400000,2562.83,2562.93,2561.36,2562.01,248.6847
2025-07-07 10:55:00,1751885700000,2562.0,2562.01,2558.51,2558.66,842.0872
2025-07-07 11:00:00,1751886000000,2558.67,2562.15,2556.85,2560.76,1071.2468
2025-07-07 11:05:00,1751886300000,2560.76,2561.42,2558.42,2560.4,472.6158
2025-07-07 11:10:00,1751886600000,2560.4,2560.41,2557.4,2557.4,446.502
2025-07-07 11:15:00,1751886900000,2557.4,2557.55,2553.67,2555.05,1350.4257
2025-07-07 11:20:00,1751887200000,2555.05,2556.23,2552.57,2555.85,773.524
2025-07-07 11:25:00,1751887500000,2555.85,2562.63,2555.06,2559.69,1103.1025
2025-07-07 11:30:00,1751887800000,2559.69,2561.46,2558.81,2560.59,855.547
2025-07-07 11:35:00,1751888100000,2560.59,2561.33,2558.65,2561.2,949.8388
2025-07-07 11:40:00,1751888400000,2561.2,2566.19,2560.69,2563.65,969.7983
2025-07-07 11:45:00,1751888700000,2563.64,2564.09,2560.73,2562.19,491.4306
2025-07-07 11:50:00,1751889000000,2562.19,2564.5,2561.86,2564.18,555.5001
2025-07-07 11:55:00,1751889300000,2564.19,2564.94,2562.9,2562.99,452.9569
2025-07-07 12:00:00,1751889600000,2562.99,2563.49,2561.14,2562.02,492.072
2025-07-07 12:05:00,1751889900000,2562.02,2564.71,2561.5,2562.56,439.4915
2025-07-07 12:10:00,1751890200000,2562.55,2562.56,2556.15,2557.82,812.0664
2025-07-07 12:15:00,1751890500000,2557.83,2557.87,2545.03,2546.09,3568.8768
2025-07-07 12:20:00,1751890800000,2546.1,2549.99,2543.97,2549.98,1630.4992
2025-07-07 12:25:00,1751891100000,2549.99,2551.36,2547.26,2549.83,962.9269
2025-07-07 12:30:00,1751891400000,2549.83,2551.98,2548.83,2551.54,871.2642
2025-07-07 12:35:00,1751891700000,2551.54,2551.78,2549.01,2551.49,513.2727
2025-07-07 12:40:00,1751892000000,2551.5,2554.55,2550.99,2551.4,870.1976
2025-07-07 12:45:00,1751892300000,2551.41,2555.46,2550.77,2551.44,1553.2663
2025-07-07 12:50:00,1751892600000,2551.45,2552.21,2545.83,2546.07,1184.8259
2025-07-07 12:55:00,1751892900000,2546.07,2549.18,2545.49,2548.92,2214.2178
2025-07-07 13:00:00,1751893200000,2548.93,2550.48,2547.0,2550.26,979.4683
2025-07-07 13:05:00,1751893500000,2550.25,2553.38,2548.91,2549.58,1084.8545
2025-07-07 13:10:00,1751893800000,2549.57,2550.61,2547.14,2550.19,651.3414
2025-07-07 13:15:00,1751894100000,2550.2,2550.31,2537.0,2539.39,4179.3869
2025-07-07 13:20:00,1751894400000,2539.4,2547.99,2535.77,2547.57,3732.9289
2025-07-07 13:25:00,1751894700000,2547.56,2558.38,2547.39,2557.81,3193.4031
2025-07-07 13:30:00,1751895000000,2557.88,2563.73,2550.28,2552.04,2967.302
2025-07-07 13:35:00,1751895300000,2552.04,2557.35,2550.99,2554.68,1072.477
2025-07-07 13:40:00,1751895600000,2554.68,2557.8,2551.47,2555.58,1126.2836
2025-07-07 13:45:00,1751895900000,2555.59,2559.57,2548.9,2559.34,1530.4567
2025-07-07 13:50:00,1751896200000,2559.34,2562.12,2556.8,2560.0,2185.1601
2025-07-07 13:55:00,1751896500000,2560.0,2569.12,2558.4,2566.01,3288.0087
2025-07-07 14:00:00,1751896800000,2566.02,2567.58,2558.13,2566.71,2286.294
2025-07-07 14:05:00,1751897100000,2566.71,2568.38,2560.0,2561.46,1493.1177
2025-07-07 14:10:00,1751897400000,2561.46,2561.72,2540.41,2543.26,5781.4932
2025-07-07 14:15:00,1751897700000,2543.25,2547.13,2536.59,2544.99,4290.9145
2025-07-07 14:20:00,1751898000000,2544.98,2549.37,2542.19,2548.39,1002.7614
2025-07-07 14:25:00,1751898300000,2548.4,2549.69,2540.69,2542.73,1834.0775
2025-07-07 14:30:00,1751898600000,2542.72,2542.72,2533.48,2534.5,3320.0846
2025-07-07 14:35:00,1751898900000,2534.5,2536.18,2529.67,2533.33,3210.512
2025-07-07 14:40:00,1751899200000,2533.33,2538.13,2530.16,2535.94,2333.3255
2025-07-07 14:45:00,1751899500000,2535.94,2542.58,2535.07,2537.38,1540.2887
2025-07-07 14:50:00,1751899800000,2537.36,2538.46,2532.0,2533.75,1392.7215
2025-07-07 14:55:00,1751900100000,2533.75,2535.45,2530.81,2531.65,1471.9399
2025-07-07 15:00:00,1751900400000,2531.65,2536.15,2531.65,2533.6,2041.8057
2025-07-07 15:05:00,1751900700000,2533.61,2537.99,2527.5,2537.99,3039.6806
2025-07-07 15:10:00,1751901000000,2537.99,2541.2,2537.61,2539.17,1653.6043
2025-07-07 15:15:00,1751901300000,2539.17,2541.24,2535.49,2535.49,830.041
2025-07-07 15:20:00,1751901600000,2535.5,2539.5,2532.67,2538.61,1156.9802
2025-07-07 15:25:00,1751901900000,2538.6,2544.0,2538.0,2541.02,1824.9808
2025-07-07 15:30:00,1751902200000,2541.02,2543.64,2538.64,2540.46,1549.4713
2025-07-07 15:35:00,1751902500000,2540.47,2541.39,2536.99,2537.7,1860.0769
2025-07-07 15:40:00,1751902800000,2537.71,2537.71,2534.99,2536.45,715.7792
2025-07-07 15:45:00,1751903100000,2536.45,2537.84,2533.44,2535.13,745.799
2025-07-07 15:50:00,1751903400000,2535.13,2535.68,2533.01,2534.64,575.958
2025-07-07 15:55:00,1751903700000,2534.63,2534.89,2532.65,2533.81,869.7713
2025-07-07 16:00:00,1751904000000,2533.81,2537.66,2533.41,2537.66,881.4591
2025-07-07 16:05:00,1751904300000,2537.67,2540.5,2530.87,2537.99,2097.2825
2025-07-07 16:10:00,1751904600000,2538.0,2538.71,2534.63,2535.69,764.7916
2025-07-07 16:15:00,1751904900000,2535.69,2542.54,2533.81,2533.81,2632.7051
2025-07-07 16:20:00,1751905200000,2533.8,2535.8,2512.0,2528.72,14276.6129
2025-07-07 16:25:00,1751905500000,2528.72,2537.23,2527.71,2531.26,4048.8549
2025-07-07 16:30:00,1751905800000,2531.27,2536.6,2531.05,2535.06,1092.954
2025-07-07 16:35:00,1751906100000,2535.06,2536.6,2526.82,2532.36,2373.2527
2025-07-07 16:40:00,1751906400000,2532.37,2535.43,2530.67,2535.43,2311.6798
2025-07-07 16:45:00,1751906700000,2535.44,2535.99,2525.3,2526.26,1653.5117
2025-07-07 16:50:00,1751907000000,2526.25,2531.91,2523.76,2527.2,2189.8863
2025-07-07 16:55:00,1751907300000,2527.2,2527.82,2522.49,2524.21,2302.7774
2025-07-07 17:00:00,1751907600000,2524.2,2525.86,2518.13,2518.85,3218.5078
2025-07-07 17:05:00,1751907900000,2518.84,2527.24,2517.0,2525.1,2136.7101
2025-07-07 17:10:00,1751908200000,2525.11,2531.73,2524.49,2531.13,1379.5524
2025-07-07 17:15:00,1751908500000,2531.13,2531.91,2528.75,2529.49,507.7114
2025-07-07 17:20:00,1751908800000,2529.49,2531.51,2526.45,2527.08,620.4207
2025-07-07 17:25:00,1751909100000,2527.08,2536.61,2526.11,2535.89,2269.6525
2025-07-07 17:30:00,1751909400000,2535.89,2548.0,2535.8,2540.99,4276.3185
2025-07-07 17:35:00,1751909700000,2540.98,2541.14,2534.43,2534.98,965.456
2025-07-07 17:40:00,1751910000000,2534.97,2536.7,2531.15,2532.79,804.4297
2025-07-07 17:45:00,1751910300000,2532.79,2534.41,2530.06,2533.26,513.494
2025-07-07 17:50:00,1751910600000,2533.26,2533.8,2530.9,2531.09,463.6065
2025-07-07 17:55:00,1751910900000,2531.09,2534.0,2530.77,2533.15,580.1204
2025-07-07 18:00:00,1751911200000,2533.15,2535.12,2532.67,2534.08,653.5218
2025-07-07 18:05:00,1751911500000,2534.08,2538.46,2533.44,2537.45,854.1705
2025-07-07 18:10:00,1751911800000,2537.45,2537.71,2533.95,2536.7,468.5416
2025-07-07 18:15:00,1751912100000,2536.71,2537.0,2525.06,2526.7,2160.0587
2025-07-07 18:20:00,1751912400000,2526.69,2528.43,2524.31,2525.56,947.174
2025-07-07 18:25:00,1751912700000,2525.56,2526.63,2520.53,2521.76,1722.8069
2025-07-07 18:30:00,1751913000000,2521.76,2529.11,2521.27,2523.18,2558.114
2025-07-07 18:35:00,1751913300000,2523.19,2528.42,2523.18,2528.09,963.4386
2025-07-07 18:40:00,1751913600000,2528.09,2531.0,2527.68,2527.69,423.9395
2025-07-07 18:45:00,1751913900000,2527.68,2530.83,2527.68,2530.68,347.2859
2025-07-07 18:50:00,1751914200000,2530.68,2534.15,2530.36,2532.91,608.3878
2025-07-07 18:55:00,1751914500000,2532.91,2546.45,2532.43,2544.24,2699.2657
2025-07-07 19:00:00,1751914800000,2544.23,2545.6,2541.97,2543.0,1605.3673
2025-07-07 19:05:00,1751915100000,2543.0,2543.12,2539.71,2540.95,801.8615
2025-07-07 19:10:00,1751915400000,2540.94,2544.58,2540.71,2543.68,665.3628
2025-07-07 19:15:00,1751915700000,2543.68,2557.49,2543.67,2553.3,3160.6801
2025-07-07 19:20:00,1751916000000,2553.31,2556.79,2551.99,2554.06,1268.9339
2025-07-07 19:25:00,1751916300000,2554.05,2554.29,2550.24,2550.5,900.3981
2025-07-07 19:30:00,1751916600000,2550.5,2553.0,2550.09,2550.6,556.0627
2025-07-07 19:35:00,1751916900000,2550.6,2555.03,2550.59,2551.44,816.4162
2025-07-07 19:40:00,1751917200000,2551.45,2551.73,2545.11,2545.18,853.8603
2025-07-07 19:45:00,1751917500000,2545.14,2545.48,2541.46,2542.67,1027.3162
2025-07-07 19:50:00,1751917800000,2542.7,2547.38,2542.7,2545.18,1165.6608
2025-07-07 19:55:00,1751918100000,2545.19,2546.63,2543.07,2543.97,969.5991
2025-07-07 20:00:00,1751918400000,2543.97,2543.97,2536.49,2536.91,870.2523
2025-07-07 20:05:00,1751918700000,2536.92,2539.63,2534.88,2537.42,905.2813
2025-07-07 20:10:00,1751919000000,2537.42,2538.64,2533.7,2538.25,714.9422
2025-07-07 20:15:00,1751919300000,2538.23,2538.3,2530.97,2535.67,1127.0653
2025-07-07 20:20:00,1751919600000,2535.67,2540.13,2533.35,2539.85,867.6363
2025-07-07 20:25:00,1751919900000,2539.85,2540.21,2536.71,2539.39,637.3752
2025-07-07 20:30:00,1751920200000,2539.39,2544.49,2538.99,2543.79,702.5544
2025-07-07 20:35:00,1751920500000,2543.79,2544.08,2541.53,2542.04,307.8817
2025-07-07 20:40:00,1751920800000,2542.04,2542.04,2536.0,2536.0,707.6753
2025-07-07 20:45:00,1751921100000,2536.0,2536.32,2530.22,2530.22,964.2911
2025-07-07 20:50:00,1751921400000,2530.23,2534.62,2530.0,2533.39,1028.0304
2025-07-07 20:55:00,1751921700000,2533.38,2534.17,2530.75,2534.17,575.4056
2025-07-07 21:00:00,1751922000000,2534.17,2536.3,2532.67,2536.04,275.2732
2025-07-07 21:05:00,1751922300000,2536.04,2536.86,2534.67,2536.34,333.6865
2025-07-07 21:10:00,1751922600000,2536.34,2536.34,2531.43,2531.43,626.6295
2025-07-07 21:15:00,1751922900000,2531.43,2532.93,2531.22,2531.23,316.1782
2025-07-07 21:20:00,1751923200000,2531.23,2531.36,2523.8,2526.39,1445.4473
2025-07-07 21:25:00,1751923500000,2526.4,2527.0,2523.33,2525.19,744.5819
2025-07-07 21:30:00,1751923800000,2525.2,2532.53,2523.66,2529.9,1006.0203
2025-07-07 21:35:00,1751924100000,2529.91,2538.33,2529.9,2535.04,1001.3278
2025-07-07 21:40:00,1751924400000,2535.04,2539.23,2533.0,2537.39,817.1619
2025-07-07 21:45:00,1751924700000,2537.39,2540.5,2537.38,2540.49,340.7212
2025-07-07 21:50:00,1751925000000,2540.49,2542.13,2539.74,2541.02,1040.643
2025-07-07 21:55:00,1751925300000,2541.03,2541.43,2538.0,2539.68,349.1763
2025-07-07 22:00:00,1751925600000,2539.68,2542.0,2530.65,2532.22,733.1127
2025-07-07 22:05:00,1751925900000,2532.24,2538.2,2532.24,2536.7,461.2294
2025-07-07 22:10:00,1751926200000,2536.7,2537.36,2534.67,2536.31,266.3651
2025-07-07 22:15:00,1751926500000,2536.33,2539.31,2533.26,2533.27,282.4373
2025-07-07 22:20:00,1751926800000,2533.27,2533.66,2531.99,2532.79,491.9384
2025-07-07 22:25:00,1751927100000,2532.78,2533.69,2529.66,2530.11,607.5923
2025-07-07 22:30:00,1751927400000,2530.11,2534.31,2529.85,2534.3,287.711
2025-07-07 22:35:00,1751927700000,2534.31,2536.0,2533.35,2535.99,233.1471
2025-07-07 22:40:00,1751928000000,2536.0,2537.59,2534.68,2537.32,624.867
2025-07-07 22:45:00,1751928300000,2537.32,2537.32,2534.19,2534.2,324.0681
2025-07-07 22:50:00,1751928600000,2534.19,2535.5,2533.71,2535.15,142.1988
2025-07-07 22:55:00,1751928900000,2535.16,2536.7,2535.15,2536.33,180.1332
2025-07-07 23:00:00,1751929200000,2536.34,2539.0,2536.33,2539.0,314.541
2025-07-07 23:05:00,1751929500000,2538.99,2541.46,2538.49,2539.89,512.9714
2025-07-07 23:10:00,1751929800000,2539.89,2543.12,2539.45,2541.9,411.1154
2025-07-07 23:15:00,1751930100000,2541.91,2542.92,2540.34,2540.61,185.7804
2025-07-07 23:20:00,1751930400000,2540.62,2541.68,2539.24,2540.5,402.2814
2025-07-07 23:25:00,1751930700000,2540.5,2540.98,2539.77,2539.91,219.6797
2025-07-07 23:30:00,1751931000000,2539.91,2545.33,2539.77,2544.36,438.0078
2025-07-07 23:35:00,1751931300000,2544.36,2545.45,2542.0,2542.37,290.6688
2025-07-07 23:40:00,1751931600000,2542.38,2544.15,2542.37,2542.4,197.1258
2025-07-07 23:45:00,1751931900000,2542.41,2544.97,2542.41,2543.73,746.8671
2025-07-07 23:50:00,1751932200000,2543.73,2543.93,2542.07,2543.46,367.681
2025-07-07 23:55:00,1751932500000,2543.47,2543.98,2542.29,2542.29,534.2889
2025-07-08 00:00:00,1751932800000,2542.3,2544.13,2541.28,2543.77,680.886
2025-07-08 00:05:00,1751933100000,2543.77,2544.8,2540.12,2543.44,882.4435
2025-07-08 00:10:00,1751933400000,2543.45,2547.83,2541.53,2547.65,554.7178
2025-07-08 00:15:00,1751933700000,2547.65,2547.66,2543.99,2544.01,365.0877
2025-07-08 00:20:00,1751934000000,2544.0,2546.37,2544.0,2544.02,284.7745
2025-07-08 00:25:00,1751934300000,2544.02,2553.04,2543.84,2553.04,2759.2101
2025-07-08 00:30:00,1751934600000,2553.03,2554.56,2547.93,2548.02,1141.5962
2025-07-08 00:35:00,1751934900000,2548.03,2551.19,2547.9,2550.17,503.3562
2025-07-08 00:40:00,1751935200000,2550.17,2553.78,2550.17,2552.64,484.7768
2025-07-08 00:45:00,1751935500000,2552.65,2552.65,2540.18,2541.76,2352.135
2025-07-08 00:50:00,1751935800000,2541.76,2547.39,2537.6,2541.38,3172.5876
2025-07-08 00:55:00,1751936100000,2541.39,2542.77,2540.0,2540.58,519.625
2025-07-08 01:00:00,1751936400000,2540.58,2540.58,2535.82,2536.51,1112.2732
2025-07-08 01:05:00,1751936700000,2536.52,2538.23,2534.52,2536.23,864.2801
2025-07-08 01:10:00,1751937000000,2536.23,2537.5,2534.37,2536.45,858.0229
2025-07-08 01:15:00,1751937300000,2536.45,2536.45,2532.75,2533.31,580.8119
2025-07-08 01:20:00,1751937600000,2533.31,2536.33,2533.04,2533.15,429.4039
2025-07-08 01:25:00,1751937900000,2533.15,2535.14,2532.0,2532.35,1639.5668
2025-07-08 01:30:00,1751938200000,2532.34,2536.18,2530.02,2536.18,1150.2969
2025-07-08 01:35:00,1751938500000,2536.2,2536.94,2533.54,2535.05,551.4876
2025-07-08 01:40:00,1751938800000,2535.04,2535.31,2530.0,2530.01,631.6853
2025-07-08 01:45:00,1751939100000,2530.0,2530.58,2528.0,2529.95,1245.957
2025-07-08 01:50:00,1751939400000,2529.96,2530.57,2527.04,2528.24,426.413
2025-07-08 01:55:00,1751939700000,2528.23,2530.43,2526.82,2526.96,515.7774
2025-07-08 02:00:00,1751940000000,2526.95,2528.22,2525.0,2527.89,1234.9387
2025-07-08 02:05:00,1751940300000,2527.89,2529.91,2526.56,2527.89,709.0272
2025-07-08 02:10:00,1751940600000,2527.93,2528.45,2523.59,2528.36,1427.2479
2025-07-08 02:15:00,1751940900000,2528.35,2533.65,2525.76,2530.31,2184.9765
2025-07-08 02:20:00,1751941200000,2530.3,2536.47,2530.3,2535.58,1558.2914
2025-07-08 02:25:00,1751941500000,2535.58,2537.71,2534.99,2537.27,704.6122
2025-07-08 02:30:00,1751941800000,2537.28,2538.48,2528.84,2531.0,2085.6276
2025-07-08 02:35:00,1751942100000,2530.99,2534.48,2530.06,2530.87,982.8424
2025-07-08 02:40:00,1751942400000,2530.87,2531.56,2528.66,2530.01,692.3335
2025-07-08 02:45:00,1751942700000,2530.01,2530.01,2525.3,2525.79,879.1028
2025-07-08 02:50:00,1751943000000,2525.78,2529.97,2524.61,2529.1,805.8782
2025-07-08 02:55:00,1751943300000,2529.09,2530.31,2527.66,2528.01,901.9892
2025-07-08 03:00:00,1751943600000,2528.0,2531.24,2527.4,2530.4,623.9959
2025-07-08 03:05:00,1751943900000,2530.4,2531.35,2528.32,2529.42,467.4744
2025-07-08 03:10:00,1751944200000,2529.42,2531.42,2529.41,2531.25,657.6251
2025-07-08 03:15:00,1751944500000,2531.25,2532.25,2530.42,2532.25,789.1528
2025-07-08 03:20:00,1751944800000,2532.24,2535.45,2532.0,2535.45,1006.4821
2025-07-08 03:25:00,1751945100000,2535.44,2536.4,2534.42,2535.19,352.9886
2025-07-08 03:30:00,1751945400000,2535.18,2536.51,2534.0,2535.8,720.5537
2025-07-08 03:35:00,1751945700000,2535.79,2537.0,2534.75,2537.0,275.8254
2025-07-08 03:40:00,1751946000000,2537.0,2537.47,2536.37,2536.94,480.6683
2025-07-08 03:45:00,1751946300000,2536.93,2536.94,2534.14,2536.52,552.0669
2025-07-08 03:50:00,1751946600000,2536.51,2540.05,2536.08,2539.33,1100.9207
2025-07-08 03:55:00,1751946900000,2539.33,2539.63,2537.73,2538.34,478.1318
2025-07-08 04:00:00,1751947200000,2538.33,2538.34,2535.18,2535.9,859.6919
2025-07-08 04:05:00,1751947500000,2535.91,2536.83,2535.06,2536.1,610.5946
2025-07-08 04:10:00,1751947800000,2536.1,2536.32,2534.71,2534.81,340.4748
2025-07-08 04:15:00,1751948100000,2534.81,2535.64,2532.0,2533.78,807.087
2025-07-08 04:20:00,1751948400000,2533.79,2535.15,2533.78,2535.11,377.0324
2025-07-08 04:25:00,1751948700000,2535.11,2535.99,2533.79,2535.98,658.9577
2025-07-08 04:30:00,1751949000000,2535.99,2542.71,2535.99,2542.07,1276.5341
2025-07-08 04:35:00,1751949300000,2542.08,2544.47,2542.07,2542.67,1185.8813
2025-07-08 04:40:00,1751949600000,2542.68,2543.67,2540.9,2541.51,574.1776
2025-07-08 04:45:00,1751949900000,2541.52,2543.0,2540.67,2540.68,415.2367
2025-07-08 04:50:00,1751950200000,2540.67,2542.5,2540.41,2542.5,304.9082
2025-07-08 04:55:00,1751950500000,2542.5,2543.89,2542.35,2543.63,510.1017
2025-07-08 05:00:00,1751950800000,2543.64,2545.48,2543.29,2545.35,906.2777
2025-07-08 05:05:00,1751951100000,2545.34,2546.49,2544.01,2544.02,735.6659
2025-07-08 05:10:00,1751951400000,2544.01,2544.49,2542.99,2543.37,828.389
2025-07-08 05:15:00,1751951700000,2543.37,2544.57,2542.06,2543.84,647.3264
2025-07-08 05:20:00,1751952000000,2543.84,2547.89,2543.84,2547.89,586.8121
2025-07-08 05:25:00,1751952300000,2547.88,2548.56,2546.62,2548.41,899.6136
2025-07-08 05:30:00,1751952600000,2548.42,2548.42,2546.67,2547.36,723.5584
2025-07-08 05:35:00,1751952900000,2547.36,2549.65,2546.11,2546.11,771.04
2025-07-08 05:40:00,1751953200000,2546.11,2550.04,2546.11,2550.01,979.8778
2025-07-08 05:45:00,1751953500000,2550.0,2551.63,2550.0,2551.24,1033.4505
2025-07-08 05:50:00,1751953800000,2551.24,2551.78,2550.0,2550.61,1398.0435
2025-07-08 05:55:00,1751954100000,2550.61,2552.17,2550.6,2552.15,846.3616
2025-07-08 06:00:00,1751954400000,2552.15,2554.48,2551.07,2554.43,1156.683
2025-07-08 06:05:00,1751954700000,2554.44,2555.6,2552.72,2553.51,1060.7245
2025-07-08 06:10:00,1751955000000,2553.51,2554.66,2552.08,2554.66,1169.2919
